"COUNTRY","Country","VARIABLE","Variable","YEAR","Year","Value","Flag Codes","Flags"
"ARM","Armenia","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2003","2003",83,,
"ARM","Armenia","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2004","2004",85.6,,
"ARM","Armenia","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2005","2005",102.8,,
"ARM","Armenia","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2006","2006",110.6,,
"ARM","Armenia","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2007","2007",124.1,,
"ARM","Armenia","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2008","2008",136.7,,
"ARM","Armenia","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2009","2009",109.5,,
"ARM","Armenia","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2010","2010",99.2,"E","Estimated value"
"ARM","Armenia","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2011","2011",110.3,"E","Estimated value"
"ARM","Armenia","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2012","2012",104.7,"E","Estimated value"
"ARM","Armenia","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2013","2013",106.2,"E","Estimated value"
"KOR","Korea","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2000","2000",217.7,,
"KOR","Korea","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2001","2001",171,,
"KOR","Korea","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2002","2002",151.7,,
"KOR","Korea","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2003","2003",150.7,,
"KOR","Korea","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2004","2004",136.6,,
"KOR","Korea","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2005","2005",132.5,,
"KOR","Korea","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2006","2006",130.8,,
"KOR","Korea","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2007","2007",126.9,,
"KOR","Korea","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2008","2008",119.9,,
"KOR","Korea","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2009","2009",118.7,,
"KOR","Korea","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2010","2010",111.4,,
"KOR","Korea","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2011","2011",105,,
"KOR","Korea","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2012","2012",107.8,,
"KOR","Korea","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2013","2013",101.4,,
"KOR","Korea","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2014","2014",94.4,,
"AUT","Austria","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2000","2000",121.8,,
"AUT","Austria","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2001","2001",119.1,,
"AUT","Austria","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2002","2002",118.3,,
"AUT","Austria","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2003","2003",114.6,,
"AUT","Austria","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2004","2004",107.4,,
"AUT","Austria","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2005","2005",93.3,,
"AUT","Austria","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2006","2006",88.3,,
"AUT","Austria","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2007","2007",83.3,,
"AUT","Austria","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2008","2008",81.6,,
"AUT","Austria","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2009","2009",75.9,,
"AUT","Austria","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2010","2010",66,,
"AUT","Austria","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2011","2011",62.3,,
"AUT","Austria","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2012","2012",63,"B","Break"
"AUT","Austria","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2013","2013",53.7,,
"AUT","Austria","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2014","2014",50.4,,
"GEO","Georgia","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2000","2000",113.2,,
"GEO","Georgia","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2001","2001",127.2,,
"GEO","Georgia","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2002","2002",118.2,,
"GEO","Georgia","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2003","2003",132.1,,
"GEO","Georgia","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2004","2004",147.5,,
"GEO","Georgia","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2005","2005",133.2,,
"GEO","Georgia","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2006","2006",153.5,,
"GEO","Georgia","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2007","2007",167.9,,
"GEO","Georgia","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2008","2008",197.8,,
"GEO","Georgia","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2009","2009",167.3,,
"GEO","Georgia","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2010","2010",153.8,,
"GEO","Georgia","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2011","2011",117.3,,
"GEO","Georgia","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2012","2012",134.7,,
"GEO","Georgia","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2013","2013",114.5,,
"GEO","Georgia","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2014","2014",113.5,,
"SVK","Slovak Republic","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2000","2000",120.3,,
"SVK","Slovak Republic","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2001","2001",116.2,,
"SVK","Slovak Republic","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2002","2002",116.4,,
"SVK","Slovak Republic","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2003","2003",121.5,,
"SVK","Slovak Republic","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2004","2004",113.2,,
"SVK","Slovak Republic","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2005","2005",111.7,,
"SVK","Slovak Republic","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2006","2006",113.2,,
"SVK","Slovak Republic","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2007","2007",123,,
"SVK","Slovak Republic","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2008","2008",112.7,,
"SVK","Slovak Republic","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2009","2009",71.3,,
"SVK","Slovak Republic","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2010","2010",65.5,,
"SVK","Slovak Republic","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2011","2011",60.2,,
"SVK","Slovak Republic","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2012","2012",65.1,,
"SVK","Slovak Republic","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2013","2013",46.4,,
"SVK","Slovak Republic","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2014","2014",54.4,,
"MLT","Malta","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2000","2000",39.3,,
"MLT","Malta","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2001","2001",40.7,,
"MLT","Malta","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2002","2002",40.4,,
"MLT","Malta","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2003","2003",42.7,,
"MLT","Malta","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2004","2004",32.4,,
"MLT","Malta","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2005","2005",39.6,,
"MLT","Malta","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2006","2006",24.7,,
"MLT","Malta","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2007","2007",34.4,,
"MLT","Malta","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2008","2008",36.6,,
"MLT","Malta","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2009","2009",50.9,,
"MLT","Malta","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2010","2010",36.2,,
"MLT","Malta","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2011","2011",40.8,,
"MLT","Malta","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2012","2012",21.5,,
"MLT","Malta","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2013","2013",42.5,,
"MLT","Malta","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2014","2014",23.4,,
"BGR","Bulgaria","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2000","2000",123.9,,
"BGR","Bulgaria","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2001","2001",126.1,,
"BGR","Bulgaria","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2002","2002",121.9,,
"BGR","Bulgaria","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2003","2003",122.7,,
"BGR","Bulgaria","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2004","2004",121.2,,
"BGR","Bulgaria","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2005","2005",123.6,,
"BGR","Bulgaria","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2006","2006",135.5,,
"BGR","Bulgaria","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2007","2007",133.3,,
"BGR","Bulgaria","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2008","2008",141.6,,
"BGR","Bulgaria","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2009","2009",121,,
"BGR","Bulgaria","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2010","2010",104.9,,
"BGR","Bulgaria","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2011","2011",89.4,,
"BGR","Bulgaria","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2012","2012",82.3,,
"BGR","Bulgaria","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2013","2013",82.7,,
"BGR","Bulgaria","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2014","2014",91.3,,
"ESP","Spain","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2000","2000",143.5,,
"ESP","Spain","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2001","2001",135.4,,
"ESP","Spain","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2002","2002",129.1,,
"ESP","Spain","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2003","2003",128,,
"ESP","Spain","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2004","2004",110.5,,
"ESP","Spain","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2005","2005",88.4,,
"ESP","Spain","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2006","2006",92.4,,
"ESP","Spain","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2007","2007",84.5,,
"ESP","Spain","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2008","2008",67.5,,
"ESP","Spain","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2009","2009",58.5,,
"ESP","Spain","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2010","2010",53.2,,
"ESP","Spain","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2011","2011",44.1,,
"ESP","Spain","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2012","2012",40.7,,
"ESP","Spain","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2013","2013",36,,
"ESP","Spain","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2014","2014",36.4,,
"NZL","New Zealand","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2000","2000",119.8,,
"NZL","New Zealand","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2001","2001",117.3,,
"NZL","New Zealand","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2002","2002",102.6,,
"NZL","New Zealand","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2003","2003",114.5,,
"NZL","New Zealand","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2004","2004",106.4,,
"NZL","New Zealand","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2005","2005",98,,
"NZL","New Zealand","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2006","2006",93.9,,
"NZL","New Zealand","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2007","2007",99.7,,
"NZL","New Zealand","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2008","2008",85.9,,
"NZL","New Zealand","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2009","2009",89.5,,
"NZL","New Zealand","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2010","2010",86.2,,
"NZL","New Zealand","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2011","2011",64.8,,
"NZL","New Zealand","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2012","2012",69.9,,
"NZL","New Zealand","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2013","2013",57,,
"NZL","New Zealand","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2014","2014",65.4,,
"GRC","Greece","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2000","2000",186.6,,
"GRC","Greece","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2001","2001",171.7,,
"GRC","Greece","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2002","2002",148.8,,
"GRC","Greece","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2003","2003",145.7,,
"GRC","Greece","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2004","2004",151.1,,
"GRC","Greece","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2005","2005",149.5,,
"GRC","Greece","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2006","2006",148.9,,
"GRC","Greece","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2007","2007",144.4,,
"GRC","Greece","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2008","2008",138.8,,
"GRC","Greece","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2009","2009",130.2,,
"GRC","Greece","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2010","2010",112.8,,
"GRC","Greece","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2011","2011",102.6,,
"GRC","Greece","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2012","2012",89.1,,
"GRC","Greece","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2013","2013",79.3,"P","Provisional value"
"GRC","Greece","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2014","2014",72.4,"P","Provisional value"
"CHN","China","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2004","2004",82.6,,
"CHN","China","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2005","2005",75.7,,
"CHN","China","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2006","2006",68.2,,
"CHN","China","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2007","2007",62,,
"CHN","China","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2008","2008",55.5,,
"CHN","China","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2009","2009",50.9,,
"CHN","China","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2010","2010",48.8,,
"CHN","China","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2011","2011",46.4,,
"CHN","China","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2012","2012",44.4,,
"CHN","China","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2013","2013",43,,
"GBR","United Kingdom","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2000","2000",60.8,,
"GBR","United Kingdom","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2001","2001",60.9,,
"GBR","United Kingdom","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2002","2002",60.3,,
"GBR","United Kingdom","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2003","2003",61.3,,
"GBR","United Kingdom","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2004","2004",56.1,,
"GBR","United Kingdom","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2005","2005",55.2,,
"GBR","United Kingdom","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2006","2006",54.2,,
"GBR","United Kingdom","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2007","2007",49.9,,
"GBR","United Kingdom","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2008","2008",42.8,,
"GBR","United Kingdom","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2009","2009",37.5,,
"GBR","United Kingdom","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2010","2010",30.4,,
"GBR","United Kingdom","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2011","2011",31,,
"GBR","United Kingdom","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2012","2012",28.3,,
"GBR","United Kingdom","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2013","2013",27.6,,
"GBR","United Kingdom","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2014","2014",28.7,,
"ITA","Italy","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2000","2000",124,,
"ITA","Italy","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2001","2001",124.5,,
"ITA","Italy","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2002","2002",122.3,,
"ITA","Italy","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2003","2003",114.5,,
"ITA","Italy","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2004","2004",106.1,,
"ITA","Italy","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2005","2005",100.4,,
"ITA","Italy","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2006","2006",97.5,,
"ITA","Italy","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2007","2007",87.8,,
"ITA","Italy","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2008","2008",80.3,,
"ITA","Italy","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2009","2009",71.7,,
"ITA","Italy","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2010","2010",69.4,,
"ITA","Italy","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2011","2011",65,,
"ITA","Italy","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2012","2012",63,,
"ITA","Italy","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2013","2013",56.2,,
"ITA","Italy","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2014","2014",54.3,"E","Estimated value"
"SWE","Sweden","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2000","2000",66.6,,
"SWE","Sweden","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2001","2001",65.5,,
"SWE","Sweden","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2002","2002",62.7,,
"SWE","Sweden","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2003","2003",59.1,,
"SWE","Sweden","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2004","2004",53.4,,
"SWE","Sweden","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2005","2005",48.7,,
"SWE","Sweden","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2006","2006",49,,
"SWE","Sweden","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2007","2007",51.5,,
"SWE","Sweden","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2008","2008",43.1,,
"SWE","Sweden","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2009","2009",38.5,,
"SWE","Sweden","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2010","2010",28.4,"B","Break"
"SWE","Sweden","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2011","2011",33.8,,
"SWE","Sweden","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2012","2012",29.9,,
"SWE","Sweden","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2013","2013",27.1,,
"SWE","Sweden","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2014","2014",27.9,,
"LTU","Lithuania","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2000","2000",183.2,,
"LTU","Lithuania","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2001","2001",203.4,,
"LTU","Lithuania","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2002","2002",202.4,,
"LTU","Lithuania","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2003","2003",207.6,,
"LTU","Lithuania","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2004","2004",222.7,,
"LTU","Lithuania","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2005","2005",232.7,,
"LTU","Lithuania","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2006","2006",232.4,,
"LTU","Lithuania","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2007","2007",229,,
"LTU","Lithuania","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2008","2008",156,,
"LTU","Lithuania","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2009","2009",117,,
"LTU","Lithuania","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2010","2010",96.5,,
"LTU","Lithuania","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2011","2011",97.8,,
"LTU","Lithuania","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2012","2012",101.1,,
"LTU","Lithuania","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2013","2013",86.6,,
"LTU","Lithuania","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2014","2014",91.1,,
"BEL","Belgium","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2000","2000",143.4,,
"BEL","Belgium","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2001","2001",144.5,,
"BEL","Belgium","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2002","2002",130.9,,
"BEL","Belgium","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2003","2003",117.2,,
"BEL","Belgium","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2004","2004",111.6,,
"BEL","Belgium","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2005","2005",103.9,,
"BEL","Belgium","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2006","2006",101.3,,
"BEL","Belgium","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2007","2007",100.4,,
"BEL","Belgium","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2008","2008",88.1,,
"BEL","Belgium","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2009","2009",87.3,,
"BEL","Belgium","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2010","2010",77,,
"BEL","Belgium","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2011","2011",78,,
"BEL","Belgium","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2012","2012",69.2,,
"BEL","Belgium","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2013","2013",64.7,,
"HUN","Hungary","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2000","2000",117.5,,
"HUN","Hungary","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2001","2001",121.6,,
"HUN","Hungary","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2002","2002",140.7,,
"HUN","Hungary","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2003","2003",130.9,,
"HUN","Hungary","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2004","2004",128.2,,
"HUN","Hungary","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2005","2005",126.7,,
"HUN","Hungary","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2006","2006",129.4,,
"HUN","Hungary","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2007","2007",122.5,,
"HUN","Hungary","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2008","2008",99.2,,
"HUN","Hungary","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2009","2009",82,,
"HUN","Hungary","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2010","2010",74,,
"HUN","Hungary","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2011","2011",64,,
"HUN","Hungary","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2012","2012",61,,
"HUN","Hungary","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2013","2013",59.7,,
"HUN","Hungary","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2014","2014",63.5,,
"TUR","Turkey","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2000","2000",87.2,,
"TUR","Turkey","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2001","2001",68.4,,
"TUR","Turkey","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2002","2002",62.9,,
"TUR","Turkey","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2003","2003",59.8,,
"TUR","Turkey","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2004","2004",66.2,,
"TUR","Turkey","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2005","2005",66.5,,
"TUR","Turkey","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2006","2006",67.5,,
"TUR","Turkey","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2007","2007",72,,
"TUR","Turkey","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2008","2008",60.2,,
"TUR","Turkey","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2009","2009",60.7,,
"TUR","Turkey","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2010","2010",56.1,,
"TUR","Turkey","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2011","2011",52.5,,
"TUR","Turkey","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2012","2012",50.7,,
"TUR","Turkey","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2013","2013",49.2,,
"TUR","Turkey","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2014","2014",46.5,,
"MNE","Montenegro, Republic of","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2000","2000",,"L","Missing value; data exist but were not collected"
"MNE","Montenegro, Republic of","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2001","2001",,"L","Missing value; data exist but were not collected"
"MNE","Montenegro, Republic of","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2002","2002",,"L","Missing value; data exist but were not collected"
"MNE","Montenegro, Republic of","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2003","2003",,"L","Missing value; data exist but were not collected"
"MNE","Montenegro, Republic of","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2004","2004",,"L","Missing value; data exist but were not collected"
