"ï»_LOCATION""",INDICATOR,SUBJECT,MEASURE,FREQUENCY,TIME,Value,Flag Codes
BLR,ROADACCID,DEATH,NBR,A,1995,1781,
BLR,ROADACCID,DEATH,NBR,A,1996,1727,
BLR,ROADACCID,DEATH,NBR,A,1997,1726,
BLR,ROADACCID,DEATH,NBR,A,1998,1843,
BLR,ROADACCID,DEATH,NBR,A,1999,1764,
BLR,ROADACCID,DEATH,NBR,A,2000,1594,
BLR,ROADACCID,DEATH,NBR,A,2001,1594,
BLR,ROADACCID,DEATH,NBR,A,2002,1728,
BLR,ROADACCID,DEATH,NBR,A,2003,1763,
BLR,ROADACCID,DEATH,NBR,A,2004,1688,
BLR,ROADACCID,DEATH,NBR,A,2005,1673,
BLR,ROADACCID,DEATH,NBR,A,2006,1726,
BLR,ROADACCID,DEATH,NBR,A,2007,1518,
BLR,ROADACCID,DEATH,NBR,A,2008,1564,
BLR,ROADACCID,DEATH,NBR,A,2009,1322,
NZL,ROADACCID,DEATH,NBR,A,1970,655,
NZL,ROADACCID,DEATH,NBR,A,1971,677,
NZL,ROADACCID,DEATH,NBR,A,1972,713,
NZL,ROADACCID,DEATH,NBR,A,1973,843,
NZL,ROADACCID,DEATH,NBR,A,1974,676,
NZL,ROADACCID,DEATH,NBR,A,1975,628,
NZL,ROADACCID,DEATH,NBR,A,1976,609,
NZL,ROADACCID,DEATH,NBR,A,1977,702,
NZL,ROADACCID,DEATH,NBR,A,1978,654,
NZL,ROADACCID,DEATH,NBR,A,1979,554,
NZL,ROADACCID,DEATH,NBR,A,1980,599,
NZL,ROADACCID,DEATH,NBR,A,1981,669,
NZL,ROADACCID,DEATH,NBR,A,1982,673,
NZL,ROADACCID,DEATH,NBR,A,1983,644,
NZL,ROADACCID,DEATH,NBR,A,1984,669,
NZL,ROADACCID,DEATH,NBR,A,1985,747,
NZL,ROADACCID,DEATH,NBR,A,1986,766,
NZL,ROADACCID,DEATH,NBR,A,1987,795,
NZL,ROADACCID,DEATH,NBR,A,1988,727,
NZL,ROADACCID,DEATH,NBR,A,1989,755,
NZL,ROADACCID,DEATH,NBR,A,1990,729,
NZL,ROADACCID,DEATH,NBR,A,1991,650,
NZL,ROADACCID,DEATH,NBR,A,1992,646,
NZL,ROADACCID,DEATH,NBR,A,1993,600,
NZL,ROADACCID,DEATH,NBR,A,1994,580,
NZL,ROADACCID,DEATH,NBR,A,1995,582,
NZL,ROADACCID,DEATH,NBR,A,1996,514,
NZL,ROADACCID,DEATH,NBR,A,1997,539,
NZL,ROADACCID,DEATH,NBR,A,1998,501,
NZL,ROADACCID,DEATH,NBR,A,1999,509,
NZL,ROADACCID,DEATH,NBR,A,2000,462,
NZL,ROADACCID,DEATH,NBR,A,2001,455,
NZL,ROADACCID,DEATH,NBR,A,2002,405,
NZL,ROADACCID,DEATH,NBR,A,2003,461,
NZL,ROADACCID,DEATH,NBR,A,2004,435,
NZL,ROADACCID,DEATH,NBR,A,2005,405,
NZL,ROADACCID,DEATH,NBR,A,2006,393,
NZL,ROADACCID,DEATH,NBR,A,2007,421,
NZL,ROADACCID,DEATH,NBR,A,2008,366,
NZL,ROADACCID,DEATH,NBR,A,2009,385,
NZL,ROADACCID,DEATH,NBR,A,2010,375,
NZL,ROADACCID,DEATH,NBR,A,2011,284,
NZL,ROADACCID,DEATH,NBR,A,2012,308,
NZL,ROADACCID,DEATH,NBR,A,2013,253,
NZL,ROADACCID,DEATH,NBR,A,2014,295,
SVK,ROADACCID,DEATH,NBR,A,1970,,M
SVK,ROADACCID,DEATH,NBR,A,1971,,M
SVK,ROADACCID,DEATH,NBR,A,1972,,M
SVK,ROADACCID,DEATH,NBR,A,1973,,M
SVK,ROADACCID,DEATH,NBR,A,1974,,M
SVK,ROADACCID,DEATH,NBR,A,1975,,M
SVK,ROADACCID,DEATH,NBR,A,1976,,M
SVK,ROADACCID,DEATH,NBR,A,1977,,M
SVK,ROADACCID,DEATH,NBR,A,1978,,M
SVK,ROADACCID,DEATH,NBR,A,1979,,M
SVK,ROADACCID,DEATH,NBR,A,1980,,M
SVK,ROADACCID,DEATH,NBR,A,1981,,M
SVK,ROADACCID,DEATH,NBR,A,1982,,M
SVK,ROADACCID,DEATH,NBR,A,1983,,M
SVK,ROADACCID,DEATH,NBR,A,1984,,M
SVK,ROADACCID,DEATH,NBR,A,1985,,M
SVK,ROADACCID,DEATH,NBR,A,1986,,M
SVK,ROADACCID,DEATH,NBR,A,1987,,M
SVK,ROADACCID,DEATH,NBR,A,1988,,M
SVK,ROADACCID,DEATH,NBR,A,1989,,M
SVK,ROADACCID,DEATH,NBR,A,1990,,M
SVK,ROADACCID,DEATH,NBR,A,1991,,M
SVK,ROADACCID,DEATH,NBR,A,1992,,M
SVK,ROADACCID,DEATH,NBR,A,1993,639,
SVK,ROADACCID,DEATH,NBR,A,1994,680,
SVK,ROADACCID,DEATH,NBR,A,1995,698,
SVK,ROADACCID,DEATH,NBR,A,1996,638,
SVK,ROADACCID,DEATH,NBR,A,1997,828,
SVK,ROADACCID,DEATH,NBR,A,1998,861,
SVK,ROADACCID,DEATH,NBR,A,1999,672,
SVK,ROADACCID,DEATH,NBR,A,2000,648,
SVK,ROADACCID,DEATH,NBR,A,2001,625,
SVK,ROADACCID,DEATH,NBR,A,2002,626,
SVK,ROADACCID,DEATH,NBR,A,2003,653,
SVK,ROADACCID,DEATH,NBR,A,2004,608,
SVK,ROADACCID,DEATH,NBR,A,2005,600,
SVK,ROADACCID,DEATH,NBR,A,2006,608,
SVK,ROADACCID,DEATH,NBR,A,2007,661,
SVK,ROADACCID,DEATH,NBR,A,2008,606,
SVK,ROADACCID,DEATH,NBR,A,2009,384,
SVK,ROADACCID,DEATH,NBR,A,2010,353,
SVK,ROADACCID,DEATH,NBR,A,2011,325,
SVK,ROADACCID,DEATH,NBR,A,2012,352,
SVK,ROADACCID,DEATH,NBR,A,2013,251,
SVK,ROADACCID,DEATH,NBR,A,2014,295,
ISL,ROADACCID,DEATH,NBR,A,1970,21,
ISL,ROADACCID,DEATH,NBR,A,1971,24,
ISL,ROADACCID,DEATH,NBR,A,1972,23,
ISL,ROADACCID,DEATH,NBR,A,1973,25,
ISL,ROADACCID,DEATH,NBR,A,1974,20,
ISL,ROADACCID,DEATH,NBR,A,1975,33,
ISL,ROADACCID,DEATH,NBR,A,1976,19,
ISL,ROADACCID,DEATH,NBR,A,1977,37,
ISL,ROADACCID,DEATH,NBR,A,1978,27,
ISL,ROADACCID,DEATH,NBR,A,1979,27,
ISL,ROADACCID,DEATH,NBR,A,1980,25,
ISL,ROADACCID,DEATH,NBR,A,1981,24,
ISL,ROADACCID,DEATH,NBR,A,1982,24,
ISL,ROADACCID,DEATH,NBR,A,1983,18,
ISL,ROADACCID,DEATH,NBR,A,1984,27,
ISL,ROADACCID,DEATH,NBR,A,1985,24,
ISL,ROADACCID,DEATH,NBR,A,1986,24,
ISL,ROADACCID,DEATH,NBR,A,1987,24,
ISL,ROADACCID,DEATH,NBR,A,1988,29,
ISL,ROADACCID,DEATH,NBR,A,1989,28,
ISL,ROADACCID,DEATH,NBR,A,1990,24,
ISL,ROADACCID,DEATH,NBR,A,1991,27,
ISL,ROADACCID,DEATH,NBR,A,1992,21,
ISL,ROADACCID,DEATH,NBR,A,1993,17,
ISL,ROADACCID,DEATH,NBR,A,1994,12,
ISL,ROADACCID,DEATH,NBR,A,1995,24,
ISL,ROADACCID,DEATH,NBR,A,1996,10,
ISL,ROADACCID,DEATH,NBR,A,1997,15,
ISL,ROADACCID,DEATH,NBR,A,1998,27,
ISL,ROADACCID,DEATH,NBR,A,1999,21,
ISL,ROADACCID,DEATH,NBR,A,2000,32,
ISL,ROADACCID,DEATH,NBR,A,2001,24,
ISL,ROADACCID,DEATH,NBR,A,2002,29,
ISL,ROADACCID,DEATH,NBR,A,2003,23,
ISL,ROADACCID,DEATH,NBR,A,2004,23,
ISL,ROADACCID,DEATH,NBR,A,2005,19,
ISL,ROADACCID,DEATH,NBR,A,2006,31,
ISL,ROADACCID,DEATH,NBR,A,2007,15,
ISL,ROADACCID,DEATH,NBR,A,2008,12,
ISL,ROADACCID,DEATH,NBR,A,2009,17,
ISL,ROADACCID,DEATH,NBR,A,2010,8,
ISL,ROADACCID,DEATH,NBR,A,2011,12,
ISL,ROADACCID,DEATH,NBR,A,2012,9,
ISL,ROADACCID,DEATH,NBR,A,2013,15,
ISL,ROADACCID,DEATH,NBR,A,2014,4,
USA,ROADACCID,DEATH,NBR,A,1970,52627,
USA,ROADACCID,DEATH,NBR,A,1971,52542,
USA,ROADACCID,DEATH,NBR,A,1972,54589,
USA,ROADACCID,DEATH,NBR,A,1973,54052,
USA,ROADACCID,DEATH,NBR,A,1974,45196,
USA,ROADACCID,DEATH,NBR,A,1975,44525,
USA,ROADACCID,DEATH,NBR,A,1976,45523,
USA,ROADACCID,DEATH,NBR,A,1977,47878,
USA,ROADACCID,DEATH,NBR,A,1978,50331,
USA,ROADACCID,DEATH,NBR,A,1979,51093,
USA,ROADACCID,DEATH,NBR,A,1980,51091,
USA,ROADACCID,DEATH,NBR,A,1981,49301,
USA,ROADACCID,DEATH,NBR,A,1982,43945,
USA,ROADACCID,DEATH,NBR,A,1983,42589,
USA,ROADACCID,DEATH,NBR,A,1984,44257,
USA,ROADACCID,DEATH,NBR,A,1985,43825,
USA,ROADACCID,DEATH,NBR,A,1986,46087,
USA,ROADACCID,DEATH,NBR,A,1987,46390,
USA,ROADACCID,DEATH,NBR,A,1988,47087,
USA,ROADACCID,DEATH,NBR,A,1989,45582,
USA,ROADACCID,DEATH,NBR,A,1990,44599,
USA,ROADACCID,DEATH,NBR,A,1991,41508,
USA,ROADACCID,DEATH,NBR,A,1992,39250,
USA,ROADACCID,DEATH,NBR,A,1993,40150,
USA,ROADACCID,DEATH,NBR,A,1994,40716,
USA,ROADACCID,DEATH,NBR,A,1995,41817,
USA,ROADACCID,DEATH,NBR,A,1996,42065,
USA,ROADACCID,DEATH,NBR,A,1997,42013,
USA,ROADACCID,DEATH,NBR,A,1998,41501,
USA,ROADACCID,DEATH,NBR,A,1999,41717,
USA,ROADACCID,DEATH,NBR,A,2000,41945,
USA,ROADACCID,DEATH,NBR,A,2001,42196,
USA,ROADACCID,DEATH,NBR,A,2002,43005,
USA,ROADACCID,DEATH,NBR,A,2003,42884,
USA,ROADACCID,DEATH,NBR,A,2004,42836,
USA,ROADACCID,DEATH,NBR,A,2005,43510,
USA,ROADACCID,DEATH,NBR,A,2006,42708,
USA,ROADACCID,DEATH,NBR,A,2007,41259,
USA,ROADACCID,DEATH,NBR,A,2008,37423,
USA,ROADACCID,DEATH,NBR,A,2009,33883,
USA,ROADACCID,DEATH,NBR,A,2010,32999,
USA,ROADACCID,DEATH,NBR,A,2011,32479,
USA,ROADACCID,DEATH,NBR,A,2012,33561,
USA,ROADACCID,DEATH,NBR,A,2013,32719,
USA,ROADACCID,DEATH,NBR,A,2014,32675,E
MKD,ROADACCID,DEATH,NBR,A,1970,148,
MKD,ROADACCID,DEATH,NBR,A,1971,174,
MKD,ROADACCID,DEATH,NBR,A,1972,202,
MKD,ROADACCID,DEATH,NBR,A,1973,206,
MKD,ROADACCID,DEATH,NBR,A,1974,235,
MKD,ROADACCID,DEATH,NBR,A,1975,213,
MKD,ROADACCID,DEATH,NBR,A,1976,214,
MKD,ROADACCID,DEATH,NBR,A,1977,278,
MKD,ROADACCID,DEATH,NBR,A,1978,264,
MKD,ROADACCID,DEATH,NBR,A,1979,270,
MKD,ROADACCID,DEATH,NBR,A,1980,221,
MKD,ROADACCID,DEATH,NBR,A,1981,233,
MKD,ROADACCID,DEATH,NBR,A,1982,209,
MKD,ROADACCID,DEATH,NBR,A,1983,182,
MKD,ROADACCID,DEATH,NBR,A,1984,176,
MKD,ROADACCID,DEATH,NBR,A,1985,182,
MKD,ROADACCID,DEATH,NBR,A,1986,196,
MKD,ROADACCID,DEATH,NBR,A,1987,190,
MKD,ROADACCID,DEATH,NBR,A,1988,168,
MKD,ROADACCID,DEATH,NBR,A,1989,168,
MKD,ROADACCID,DEATH,NBR,A,1990,207,
MKD,ROADACCID,DEATH,NBR,A,1991,175,
MKD,ROADACCID,DEATH,NBR,A,1992,148,
MKD,ROADACCID,DEATH,NBR,A,1993,152,
MKD,ROADACCID,DEATH,NBR,A,1994,147,
MKD,ROADACCID,DEATH,NBR,A,1995,157,
MKD,ROADACCID,DEATH,NBR,A,1996,154,
MKD,ROADACCID,DEATH,NBR,A,1997,178,
MKD,ROADACCID,DEATH,NBR,A,1998,187,
MKD,ROADACCID,DEATH,NBR,A,1999,216,
MKD,ROADACCID,DEATH,NBR,A,2000,162,
MKD,ROADACCID,DEATH,NBR,A,2001,107,
MKD,ROADACCID,DEATH,NBR,A,2002,176,
MKD,ROADACCID,DEATH,NBR,A,2003,118,
MKD,ROADACCID,DEATH,NBR,A,2004,155,
MKD,ROADACCID,DEATH,NBR,A,2005,143,
MKD,ROADACCID,DEATH,NBR,A,2006,140,
MKD,ROADACCID,DEATH,NBR,A,2007,173,
MKD,ROADACCID,DEATH,NBR,A,2008,162,
MKD,ROADACCID,DEATH,NBR,A,2009,160,
MKD,ROADACCID,DEATH,NBR,A,2010,162,
MKD,ROADACCID,DEATH,NBR,A,2011,172,
MKD,ROADACCID,DEATH,NBR,A,2012,132,
MKD,ROADACCID,DEATH,NBR,A,2013,198,
MKD,ROADACCID,DEATH,NBR,A,2014,130,
PRT,ROADACCID,DEATH,NBR,A,1970,1615,
PRT,ROADACCID,DEATH,NBR,A,1971,1884,
PRT,ROADACCID,DEATH,NBR,A,1972,1932,
PRT,ROADACCID,DEATH,NBR,A,1973,2378,
PRT,ROADACCID,DEATH,NBR,A,1974,2236,
PRT,ROADACCID,DEATH,NBR,A,1975,3051,
PRT,ROADACCID,DEATH,NBR,A,1976,2957,
PRT,ROADACCID,DEATH,NBR,A,1977,2454,
PRT,ROADACCID,DEATH,NBR,A,1978,2477,
PRT,ROADACCID,DEATH,NBR,A,1979,2492,
PRT,ROADACCID,DEATH,NBR,A,1980,2579,
PRT,ROADACCID,DEATH,NBR,A,1981,2587,
PRT,ROADACCID,DEATH,NBR,A,1982,2424,
PRT,ROADACCID,DEATH,NBR,A,1983,2482,
PRT,ROADACCID,DEATH,NBR,A,1984,2099,
PRT,ROADACCID,DEATH,NBR,A,1985,2138,
PRT,ROADACCID,DEATH,NBR,A,1986,2259,
PRT,ROADACCID,DEATH,NBR,A,1987,2617,
PRT,ROADACCID,DEATH,NBR,A,1988,2889,
PRT,ROADACCID,DEATH,NBR,A,1989,2708,
PRT,ROADACCID,DEATH,NBR,A,1990,2646,
PRT,ROADACCID,DEATH,NBR,A,1991,2822,
PRT,ROADACCID,DEATH,NBR,A,1992,2704,
PRT,ROADACCID,DEATH,NBR,A,1993,2370,
PRT,ROADACCID,DEATH,NBR,A,1994,2196,
PRT,ROADACCID,DEATH,NBR,A,1995,2397,
PRT,ROADACCID,DEATH,NBR,A,1996,2394,
PRT,ROADACCID,DEATH,NBR,A,1997,2210,
PRT,ROADACCID,DEATH,NBR,A,1998,2126,
PRT,ROADACCID,DEATH,NBR,A,1999,1995,
PRT,ROADACCID,DEATH,NBR,A,2000,1857,
PRT,ROADACCID,DEATH,NBR,A,2001,1671,
PRT,ROADACCID,DEATH,NBR,A,2002,1675,
PRT,ROADACCID,DEATH,NBR,A,2003,1546,
PRT,ROADACCID,DEATH,NBR,A,2004,1294,
PRT,ROADACCID,DEATH,NBR,A,2005,1247,
PRT,ROADACCID,DEATH,NBR,A,2006,969,
PRT,ROADACCID,DEATH,NBR,A,2007,974,
PRT,ROADACCID,DEATH,NBR,A,2008,885,
PRT,ROADACCID,DEATH,NBR,A,2009,737,
PRT,ROADACCID,DEATH,NBR,A,2010,937,
PRT,ROADACCID,DEATH,NBR,A,2011,891,
PRT,ROADACCID,DEATH,NBR,A,2012,718,
PRT,ROADACCID,DEATH,NBR,A,2013,637,
PRT,ROADACCID,DEATH,NBR,A,2014,638,
CAN,ROADACCID,DEATH,NBR,A,1970,5080,
CAN,ROADACCID,DEATH,NBR,A,1971,5573,
CAN,ROADACCID,DEATH,NBR,A,1972,6221,
CAN,ROADACCID,DEATH,NBR,A,1973,6706,
CAN,ROADACCID,DEATH,NBR,A,1974,6290,
CAN,ROADACCID,DEATH,NBR,A,1975,6061,
CAN,ROADACCID,DEATH,NBR,A,1976,5307,
CAN,ROADACCID,DEATH,NBR,A,1977,5253,
CAN,ROADACCID,DEATH,NBR,A,1978,5429,
CAN,ROADACCID,DEATH,NBR,A,1979,5863,
CAN,ROADACCID,DEATH,NBR,A,1980,5461,
CAN,ROADACCID,DEATH,NBR,A,1981,5383,
CAN,ROADACCID,DEATH,NBR,A,1982,4169,
CAN,ROADACCID,DEATH,NBR,A,1983,4216,
CAN,ROADACCID,DEATH,NBR,A,1984,4120,
CAN,ROADACCID,DEATH,NBR,A,1985,4362,
CAN,ROADACCID,DEATH,NBR,A,1986,4063,
CAN,ROADACCID,DEATH,NBR,A,1987,4238,
CAN,ROADACCID,DEATH,NBR,A,1988,4154,
CAN,ROADACCID,DEATH,NBR,A,1989,4238,
CAN,ROADACCID,DEATH,NBR,A,1990,3963,
CAN,ROADACCID,DEATH,NBR,A,1991,3690,
CAN,ROADACCID,DEATH,NBR,A,1992,3501,
CAN,ROADACCID,DEATH,NBR,A,1993,3615,
CAN,ROADACCID,DEATH,NBR,A,1994,3230,
CAN,ROADACCID,DEATH,NBR,A,1995,3313,
CAN,ROADACCID,DEATH,NBR,A,1996,3129,
CAN,ROADACCID,DEATH,NBR,A,1997,3076,
CAN,ROADACCID,DEATH,NBR,A,1998,2919,
CAN,ROADACCID,DEATH,NBR,A,1999,2980,
CAN,ROADACCID,DEATH,NBR,A,2000,2904,
CAN,ROADACCID,DEATH,NBR,A,2001,2758,
CAN,ROADACCID,DEATH,NBR,A,2002,2921,
CAN,ROADACCID,DEATH,NBR,A,2003,2777,
CAN,ROADACCID,DEATH,NBR,A,2004,2735,
CAN,ROADACCID,DEATH,NBR,A,2005,2898,
CAN,ROADACCID,DEATH,NBR,A,2006,2871,
CAN,ROADACCID,DEATH,NBR,A,2007,2753,
CAN,ROADACCID,DEATH,NBR,A,2008,2431,
CAN,ROADACCID,DEATH,NBR,A,2009,2216,
CAN,ROADACCID,DEATH,NBR,A,2010,2238,
CAN,ROADACCID,DEATH,NBR,A,2011,2023,
CAN,ROADACCID,DEATH,NBR,A,2012,2076,
CAN,ROADACCID,DEATH,NBR,A,2013,1923,
CAN,ROADACCID,DEATH,NBR,A,2014,,L
KOR,ROADACCID,DEATH,NBR,A,1970,3069,
KOR,ROADACCID,DEATH,NBR,A,1971,3420,
KOR,ROADACCID,DEATH,NBR,A,1972,3077,
KOR,ROADACCID,DEATH,NBR,A,1973,3049,
KOR,ROADACCID,DEATH,NBR,A,1974,3115,
KOR,ROADACCID,DEATH,NBR,A,1975,3800,
KOR,ROADACCID,DEATH,NBR,A,1976,3860,
KOR,ROADACCID,DEATH,NBR,A,1977,4097,
KOR,ROADACCID,DEATH,NBR,A,1978,5114,
KOR,ROADACCID,DEATH,NBR,A,1979,6006,
KOR,ROADACCID,DEATH,NBR,A,1980,5608,
KOR,ROADACCID,DEATH,NBR,A,1981,5804,
KOR,ROADACCID,DEATH,NBR,A,1982,6110,
KOR,ROADACCID,DEATH,NBR,A,1983,6834,
KOR,ROADACCID,DEATH,NBR,A,1984,7468,
KOR,ROADACCID,DEATH,NBR,A,1985,7522,
KOR,ROADACCID,DEATH,NBR,A,1986,7702,
KOR,ROADACCID,DEATH,NBR,A,1987,7206,
KOR,ROADACCID,DEATH,NBR,A,1988,11563,
KOR,ROADACCID,DEATH,NBR,A,1989,12603,
KOR,ROADACCID,DEATH,NBR,A,1990,12325,
KOR,ROADACCID,DEATH,NBR,A,1991,13429,
KOR,ROADACCID,DEATH,NBR,A,1992,11640,
KOR,ROADACCID,DEATH,NBR,A,1993,10402,
KOR,ROADACCID,DEATH,NBR,A,1994,10087,
KOR,ROADACCID,DEATH,NBR,A,1995,10323,
KOR,ROADACCID,DEATH,NBR,A,1996,12653,
KOR,ROADACCID,DEATH,NBR,A,1997,11603,
KOR,ROADACCID,DEATH,NBR,A,1998,9057,
KOR,ROADACCID,DEATH,NBR,A,1999,9353,
KOR,ROADACCID,DEATH,NBR,A,2000,10236,
KOR,ROADACCID,DEATH,NBR,A,2001,8097,
KOR,ROADACCID,DEATH,NBR,A,2002,7222,
KOR,ROADACCID,DEATH,NBR,A,2003,7212,
KOR,ROADACCID,DEATH,NBR,A,2004,6563,
KOR,ROADACCID,DEATH,NBR,A,2005,6376,
KOR,ROADACCID,DEATH,NBR,A,2006,6327,
KOR,ROADACCID,DEATH,NBR,A,2007,6166,
KOR,ROADACCID,DEATH,NBR,A,2008,5870,
KOR,ROADACCID,DEATH,NBR,A,2009,5838,
KOR,ROADACCID,DEATH,NBR,A,2010,5505,
KOR,ROADACCID,DEATH,NBR,A,2011,5229,
KOR,ROADACCID,DEATH,NBR,A,2012,5392,
KOR,ROADACCID,DEATH,NBR,A,2013,5092,
KOR,ROADACCID,DEATH,NBR,A,2014,4762,
JPN,ROADACCID,DEATH,NBR,A,1970,21795,
JPN,ROADACCID,DEATH,NBR,A,1971,21161,
JPN,ROADACCID,DEATH,NBR,A,1972,20693,
JPN,ROADACCID,DEATH,NBR,A,1973,18946,
JPN,ROADACCID,DEATH,NBR,A,1974,14862,
JPN,ROADACCID,DEATH,NBR,A,1975,14030,
JPN,ROADACCID,DEATH,NBR,A,1976,12654,
JPN,ROADACCID,DEATH,NBR,A,1977,11629,
JPN,ROADACCID,DEATH,NBR,A,1978,11418,
JPN,ROADACCID,DEATH,NBR,A,1979,11006,
JPN,ROADACCID,DEATH,NBR,A,1980,11388,
JPN,ROADACCID,DEATH,NBR,A,1981,11335,
JPN,ROADACCID,DEATH,NBR,A,1982,11795,
JPN,ROADACCID,DEATH,NBR,A,1983,12376,
JPN,ROADACCID,DEATH,NBR,A,1984,12041,
JPN,ROADACCID,DEATH,NBR,A,1985,12039,
JPN,ROADACCID,DEATH,NBR,A,1986,12112,
JPN,ROADACCID,DEATH,NBR,A,1987,12151,
JPN,ROADACCID,DEATH,NBR,A,1988,13447,
JPN,ROADACCID,DEATH,NBR,A,1989,14412,
JPN,ROADACCID,DEATH,NBR,A,1990,14595,
JPN,ROADACCID,DEATH,NBR,A,1991,14442,
JPN,ROADACCID,DEATH,NBR,A,1992,14888,
JPN,ROADACCID,DEATH,NBR,A,1993,13272,
JPN,ROADACCID,DEATH,NBR,A,1994,12772,
JPN,ROADACCID,DEATH,NBR,A,1995,12675,
JPN,ROADACCID,DEATH,NBR,A,1996,11675,
JPN,ROADACCID,DEATH,NBR,A,1997,11256,
JPN,ROADACCID,DEATH,NBR,A,1998,10808,
JPN,ROADACCID,DEATH,NBR,A,1999,10378,
JPN,ROADACCID,DEATH,NBR,A,2000,10410,
JPN,ROADACCID,DEATH,NBR,A,2001,10071,
JPN,ROADACCID,DEATH,NBR,A,2002,9645,
JPN,ROADACCID,DEATH,NBR,A,2003,8944,
JPN,ROADACCID,DEATH,NBR,A,2004,8561,
JPN,ROADACCID,DEATH,NBR,A,2005,7990,
JPN,ROADACCID,DEATH,NBR,A,2006,7326,
JPN,ROADACCID,DEATH,NBR,A,2007,6681,
JPN,ROADACCID,DEATH,NBR,A,2008,6067,
JPN,ROADACCID,DEATH,NBR,A,2009,5831,
JPN,ROADACCID,DEATH,NBR,A,2010,5806,
JPN,ROADACCID,DEATH,NBR,A,2011,5507,
JPN,ROADACCID,DEATH,NBR,A,2012,5237,
JPN,ROADACCID,DEATH,NBR,A,2013,5152,
GRC,ROADACCID,DEATH,NBR,A,1970,931,
GRC,ROADACCID,DEATH,NBR,A,1971,940,
GRC,ROADACCID,DEATH,NBR,A,1972,968,
GRC,ROADACCID,DEATH,NBR,A,1973,1057,
GRC,ROADACCID,DEATH,NBR,A,1974,943,
GRC,ROADACCID,DEATH,NBR,A,1975,1060,
GRC,ROADACCID,DEATH,NBR,A,1976,1063,
GRC,ROADACCID,DEATH,NBR,A,1977,1181,
GRC,ROADACCID,DEATH,NBR,A,1978,1173,
GRC,ROADACCID,DEATH,NBR,A,1979,1257,
GRC,ROADACCID,DEATH,NBR,A,1980,1225,
GRC,ROADACCID,DEATH,NBR,A,1981,1354,
GRC,ROADACCID,DEATH,NBR,A,1982,1557,
GRC,ROADACCID,DEATH,NBR,A,1983,1586,
GRC,ROADACCID,DEATH,NBR,A,1984,1704,
GRC,ROADACCID,DEATH,NBR,A,1985,1704,
GRC,ROADACCID,DEATH,NBR,A,1986,1451,
GRC,ROADACCID,DEATH,NBR,A,1987,1502,
GRC,ROADACCID,DEATH,NBR,A,1988,1511,
GRC,ROADACCID,DEATH,NBR,A,1989,1699,
GRC,ROADACCID,DEATH,NBR,A,1990,1737,
GRC,ROADACCID,DEATH,NBR,A,1991,1790,
GRC,ROADACCID,DEATH,NBR,A,1992,1829,
GRC,ROADACCID,DEATH,NBR,A,1993,1830,
GRC,ROADACCID,DEATH,NBR,A,1994,1909,
GRC,ROADACCID,DEATH,NBR,A,1995,2043,
GRC,ROADACCID,DEATH,NBR,A,1996,2157,
GRC,ROADACCID,DEATH,NBR,A,1997,2105,
GRC,ROADACCID,DEATH,NBR,A,1998,2182,
GRC,ROADACCID,DEATH,NBR,A,1999,2116,
GRC,ROADACCID,DEATH,NBR,A,2000,2037,
GRC,ROADACCID,DEATH,NBR,A,2001,1880,
GRC,ROADACCID,DEATH,NBR,A,2002,1634,
GRC,ROADACCID,DEATH,NBR,A,2003,1605,
GRC,ROADACCID,DEATH,NBR,A,2004,1670,
GRC,ROADACCID,DEATH,NBR,A,2005,1658,
GRC,ROADACCID,DEATH,NBR,A,2006,1657,
GRC,ROADACCID,DEATH,NBR,A,2007,1612,
GRC,ROADACCID,DEATH,NBR,A,2008,1553,
GRC,ROADACCID,DEATH,NBR,A,2009,1456,
GRC,ROADACCID,DEATH,NBR,A,2010,1258,
GRC,ROADACCID,DEATH,NBR,A,2011,1141,
GRC,ROADACCID,DEATH,NBR,A,2012,988,
GRC,ROADACCID,DEATH,NBR,A,2013,874,P
GRC,ROADACCID,DEATH,NBR,A,2014,793,P
LTU,ROADACCID,DEATH,NBR,A,1970,667,
LTU,ROADACCID,DEATH,NBR,A,1971,761,
LTU,ROADACCID,DEATH,NBR,A,1972,738,
LTU,ROADACCID,DEATH,NBR,A,1973,686,
LTU,ROADACCID,DEATH,NBR,A,1974,780,
LTU,ROADACCID,DEATH,NBR,A,1975,899,
LTU,ROADACCID,DEATH,NBR,A,1976,831,
LTU,ROADACCID,DEATH,NBR,A,1977,789,
LTU,ROADACCID,DEATH,NBR,A,1978,803,
LTU,ROADACCID,DEATH,NBR,A,1979,799,
LTU,ROADACCID,DEATH,NBR,A,1980,779,
LTU,ROADACCID,DEATH,NBR,A,1981,743,
LTU,ROADACCID,DEATH,NBR,A,1982,818,
LTU,ROADACCID,DEATH,NBR,A,1983,784,
LTU,ROADACCID,DEATH,NBR,A,1984,712,
LTU,ROADACCID,DEATH,NBR,A,1985,649,B
LTU,ROADACCID,DEATH,NBR,A,1986,617,
LTU,ROADACCID,DEATH,NBR,A,1987,623,
LTU,ROADACCID,DEATH,NBR,A,1988,765,
LTU,ROADACCID,DEATH,NBR,A,1989,942,
LTU,ROADACCID,DEATH,NBR,A,1990,933,
LTU,ROADACCID,DEATH,NBR,A,1991,1093,
LTU,ROADACCID,DEATH,NBR,A,1992,779,
LTU,ROADACCID,DEATH,NBR,A,1993,892,
LTU,ROADACCID,DEATH,NBR,A,1994,765,
